target,prediction_1,prediction_2,prediction_3,prediction_4,prediction_5,rank,log_likelihood_total,log_likelihood_avg,num_words
COC(=O)c1ccc(O)c([C@@H]2CCCC2(C)C)c1,COC(=O)c1ccc(O)c([C@@H]2CCCC2(C)C)c1,COC(=O)c1ccc(O)c([C@H]2CCCC2(C)C)c1,COC(=O)c1ccc(O)c([C@@]2CCCC2(C)C)c1,COC(=O)c1ccc(O)c([C@@H]2CCCC2(C)C)cc1,COC(=O)c1ccc(O)c([C@@H]2CCCN2(C)C)c1,1,-0.03538454324007034,-0.0011057669762521982,32
COC(=O)C[C@@H](C)C(=O)OC,COC(=O)C[C@H](C)C(=O)OC,COC(=O)C[C@@H](C)C(=O)OC,COC(=O)C[C[C@H](C)C(=O)OC,COC(=O)C[C[C@@H](C)C(=O)OC,COC(=O)C[CC@H](C)C(=O)OC,2,-0.7451332211494446,-0.03386969119310379,22
CC(=O)OCC[C@@H](C)c1ccccc1,CC(=O)OCC[C@H](C)c1ccccc1,CC(=O)OCC[C@@H](C)c1ccccc1,C=O)OCC[C@H](C)c1ccccc1,CC(=O)OCC[C\C)c1ccccc1,CC(=O)OCC[CH](C)c1ccccc1,2,-2.269122838973999,-0.10314194858074188,22
CC(CO)[C@@H](C)c1ccccc1,CC(CO)[C@@H](C)c1ccccc1,CC(CO)[C@H](C)c1ccccc1,CC(CO)[C[C@@H](C)c1ccccc1,CC(CO)[C@@H](F)c1ccccc1,CC(CO)[C@@H](C)/c1ccccc1,1,-0.08627744019031525,-0.0047931913286447525,18
COc1ccc(C[C@H](C)C(C)=O)cc1,COc1ccc(C[C@H](C)C(C)=O)cc1,COc1ccc(C[C@@H](C)C(C)=O)cc1,COc1ccc(CC[C@H](C)C(C)=O)cc1,COc1ccc(/C[C@H](C)C(C)=O)cc1,COc1ccc(C[C\C)C(C)=O)cc1,1,-0.02910568006336689,-0.00116422725841403,25
CC(C)(C)OC(=O)C(=O)N[C@@H](CC1CC1)C(=O)OCc1ccccc1,CC(C)(C)OC(=O)C(=O)N[C@@H](CC1CC1)C(=O)OCc1ccccc1,CC(C)(C)OC(=O)C(=O)N[C@H](CC1CC1)C(=O)OCc1ccccc1,CC(C)(C)OC(=O)C(=O)NC[C@@H](CC1CC1)C(=O)OCc1ccccc1,CC(C)(C)OC(=O)C(=O)N[CC@@H](CC1CC1)C(=O)OCc1ccccc1,CC(C)(C)OC(=O)C(=O)N[C[C@@H](CC1CC1)C(=O)OCc1ccccc1,1,-0.051565930247306824,-0.0012577056186273694,41
C[C@@H](C[N+](=O)[O-])c1ccccc1,C[C@@H](C[N+](=O)[O-])c1ccccc1,C[C@H](C[N+](=O)[O-])c1ccccc1,C[CC@@H](C[N+](=O)[O-])c1ccccc1,C[C[C@@H](C[N+](=O)[O-])c1ccccc1,C[CC@H](C[N+](=O)[O-])c1ccccc1,1,-0.09519859403371811,-0.003807943779975176,25
CC(C)[C@@H](CC(=O)c1ccccc1)c1ccccc1,CC(C)[C@@H](CC(=O)c1ccccc1)c1ccccc1,CC(C)[C@H](CC(=O)c1ccccc1)c1ccccc1,CC(C)[CC@@H](CC(=O)c1ccccc1)c1ccccc1,CC(C)[C]](CC(=O)c1ccccc1)c1ccccc1,CC(C)[C](CC(=O)c1ccccc1)c1ccccc1,1,-0.1410689502954483,-0.005038176663219929,28
CC(=O)N[C@@H]1CCc2ccccc2C1,CC(=O)N[C@@H]1CCc2ccccc2C1,CC(=O)N[C@H]1CCc2ccccc2C1,CC(=O)N[C[C@@H]1CCc2ccccc2C1,CC(=O)N[CC@@H]1CCc2ccccc2C1,CC(=O)N[CC@H]1CCc2ccccc2C1,1,-0.5311419367790222,-0.023093128576874733,23
C[C@H](Cc1ccccc1)c1ccccc1,C[C@H](Cc1ccccc1)c1ccccc1,C[C@@H](Cc1ccccc1)c1ccccc1,C[CC@H](Cc1ccccc1)c1ccccc1,CC[C@H](C)c1ccc(OC)cc1,C[CH](Cc1ccccc1)c1ccccc1,1,-0.012653599493205547,-0.000575163634493947,22
CC(C)OC(=O)[C@H](C)Cc1ccccc1,CC(C)OC(=O)[C@@H](C)Cc1ccccc1,CC(C)OC(=O)[C@H](C)Cc1ccccc1,CC(C)OC(=O)[CC@@H](C)Cc1ccccc1,CC(C)OC([=O)[C@@H](C)Cc1ccccc1,CC(C)OC(=O)[CC@H](C)Cc1ccccc1,2,-3.160038948059082,-0.13166828453540802,24
COc1ccc2cc([C@@H](C)C(=O)O)ccc2c1,COc1ccc2cc([C@@H](C)C(=O)O)ccc2c1,COc1ccc2cc([C@H](C)C(=O)O)ccc2c1,COc1ccc2cc([C@@H](C)C(=O)O)ccc2C1,COCOc1ccc2cc([C@@H](C)C(=O)O)ccc2c1,COc1ccc2cc([CC@@H](C)C(=O)O)ccc2c1,1,-0.023167431354522705,-0.0008274082792922854,28
COC(=O)[C@H](C)CC(=O)O,COC(=O)[C@H](C)CC(=O)O,COC(=O)[C@@H](C)CC(=O)O,CC[C@@H](CC(=O)O)C(=O)OC,CC[C@H](CC(=O)O)C(=O)OC,CC(=O)C[C@@H](C)C(=O)OC,1,-0.3518602252006531,-0.017593011260032654,20
CCC(CC)C[C@@H](NC(C)=O)C(=O)OC,CCC(C[C@@H](NC(C)=O)C(=O)OC)CC,CCC(C[C@H](NC(C)=O)C(=O)OC)CC,CC[C@@H](NC(C)=O)C(=O)OC)CC,CCC(C)[C@@H](NC(C)=O)C(=O)OC)CC,CCC(C[CC@@H](NC(C)=O)C(=O)OC)CC,0,-35.3350944519043,-1.3590420484542847,26
COC(=O)[C@H](Cc1ccc(Cl)cc1)NC(C)=O,COC(=O)[C@H](Cc1ccc(Cl)cc1)NC(C)=O,COC(=O)[C@@H](Cc1ccc(Cl)cc1)NC(C)=O,COC(=O)[C[C@H](Cc1ccc(Cl)cc1)NC(C)=O,COC(=O)[C[C@@H](Cc1ccc(Cl)cc1)NC(C)=O,COC(=O)[CC@H](Cc1ccc(Cl)cc1)NC(C)=O,1,-0.35531169176101685,-0.01225212775170803,29
C[C@H](c1ccccc1)C(C)(C)C,C[C@H](c1ccccc1)C(C)(C)C,C[C@@H](c1ccccc1)C(C)(C)C,C[C[C@H](c1ccccc1)C(C)(C)C,C[C[C@@H](c1ccccc1)C(C)(C)C,C[CC@H](c1ccccc1)C(C)(C)C,1,-0.61869877576828,-0.0281226709485054,22
COC(=O)[C@H](Cc1ccccc1)NC(C)=O,COC(=O)[C@H](Cc1ccccc1)NC(C)=O,COC(=O)[C@@H](Cc1ccccc1)NC(C)=O,COC(=O)[CC@H](Cc1ccccc1)NC(C)=O,COC(=O)[C[C@H](Cc1ccccc1)NC(C)=O,COC(=O)[COBC@H](Cc1ccccc1)NC(C)=O,1,-0.00965804886072874,-0.00037146342219784856,26
CC[C@@H](Oc1ccccc1)C(=O)O,CC[C@H](Oc1ccccc1)C(=O)O,CC[C@@H](Oc1ccccc1)C(=O)O,CC[CC@H](Oc1ccccc1)C(=O)O,CC[C]@H](Oc1ccccc1)C(=O)O,CC[C@](Oc1ccccc1)C(=O)O,2,-1.6894800662994385,-0.07679454982280731,22
CC[C@H](C)c1ccc(OC)cc1,CC[C@H](C)c1ccc(OC)cc1,CC[C@@H](C)c1ccc(OC)cc1,CC[CO)c1ccc([C@@H](C)Cc2ccccc2)cc1,CC[CO)c1ccc([C@H](C)Cc2ccccc2)cc1,CC[C]Oc1ccc([C@@H](C)Cc2ccccc2)cc1,1,-0.6909263134002686,-0.03636454418301582,19
COC(=O)C[C@@H](C)C(=O)OC,COC(=O)C[C@H](C)C(=O)OC,COC(=O)C[C@@H](C)C(=O)OC,COC(=O)C[C[C@H](C)C(=O)OC,COC(=O)C[C[C@@H](C)C(=O)OC,COC(=O)C[CC@H](C)C(=O)OC,2,-0.7451332211494446,-0.03386969119310379,22
COC(=O)[C@@H](Cc1ccccc1)NC(C)=O,COC(=O)[C@@H](Cc1ccccc1)NC(C)=O,COC(=O)[C@H](Cc1ccccc1)NC(C)=O,COC(=O)[CC@@H](Cc1ccccc1)NC(C)=O,COC(=O)[C]@@H](Cc1ccccc1)NC(C)=O,COC(=O)[C=C/c1ccccc1)NC(C)=O,1,-0.05677717551589012,-0.002183737466111779,26
COC(=O)[C@H](Cc1ccccc1)NC(C)=O,COC(=O)[C@H](Cc1ccccc1)NC(C)=O,COC(=O)[C@@H](Cc1ccccc1)NC(C)=O,COC(=O)[CC@H](Cc1ccccc1)NC(C)=O,COC(=O)[C[C@H](Cc1ccccc1)NC(C)=O,COC(=O)[COBC@H](Cc1ccccc1)NC(C)=O,1,-0.00965804886072874,-0.00037146342219784856,26
CC(C)C[C@H](C)c1ccccc1,CC(C)C[C@H](C)c1ccccc1,CC(C)C[C@@H](C)c1ccccc1,CC(C)C[CC@H](C)c1ccccc1,CC(C)CC[C@H](C)c1ccccc1,CC(C)C[C]@H](C)c1ccccc1,1,-0.04059227183461189,-0.0020296135917305946,20
c1ccc2c(c1)CCC[C@@H]2N1CCCC1,c1ccc2c(c1)CC[C@@H](N1CCCC1)C2,c1ccc2c(c1)CC[C@H](N1CCCC1)C2,c1ccc2c(c1)CCN(CCCCC)[C@@H]2CCCC2,c1ccc2c(c1)CCN(CCCCC)[C@H]2CCCC2,c1ccc2c(c1)CCN(CCCC2)cc1,0,-26.5278263092041,-1.0611129999160767,25
CCOC(=O)[C@@H](F)Cc1ccccc1,CCOC(=O)[C@@H](F)Cc1ccccc1,CCOC(=O)[C@H](F)Cc1ccccc1,CCOC(=O)[C=O)[C@@H](F)Cc1ccccc1,CCOC(=O)[CC@@H](F)Cc1ccccc1,CCOC(=O)[C[C@@H](F)Cc1ccccc1,1,-0.309392511844635,-0.014063295908272266,22
CC[C@H](C)c1ccc(OC)cc1,CC[C@H](C)c1ccc(OC)cc1,CC[C@@H](C)c1ccc(OC)cc1,CC[CC@H](C)c1ccc(OC)cc1,CC[C]@H](C)c1ccc(OC)cc1,CC[C#@H](C)c1ccc(OC)cc1,1,-0.12499019503593445,-0.006578431464731693,19
COP(=O)(OC)[C@H](C)OC(=O)c1ccccc1,COP(=O)(OC)[C@H](C)OC(=O)c1ccccc1,COP(=O)(OC)[C@@H](C)OC(=O)c1ccccc1,COP(=O)(OC)[C/C=C(\C)OC(=O)c1ccccc1,COP(=O)(OC)[CC@H](C)OC(=O)c1ccccc1,COP](=O)(OC)[C@H](C)OC(=O)c1ccccc1,1,-0.01952430233359337,-0.0007231223280541599,27
COc1ccc([C@H](C)Cc2ccccc2)cc1,COc1ccc([C@H](C)Cc2ccccc2)cc1,COc1ccc([C@@H](C)Cc2ccccc2)cc1,COc1ccc([CH](C)Cc2ccccc2)cc1,COc1ccc([C\C)Cc2ccccc2)cc1,COc1ccc([C/C)Cc2ccccc2)cc1,1,-0.007790777832269669,-0.0003246157430112362,24
CC1(C)OB([C@@H](Cc2ccccc2)N2CCOC2=O)OC1(C)C,CC1(C)OB([C@@H](Cc2ccccc2)N2CCOC2=O)OC1(C)C,CC1(C)OB([C@H](Cc2ccccc2)N2CCOC2=O)OC1(C)C,CC1(C)OB([C@@]](Cc2ccccc2)N2CCOC2=O)OC1(C)C,CC1(C)OB([C]c2ccccc2)N2CCOC2=O)OC1(C)C,CC1(C)OB([C](Cc2ccccc2)N2CCOC2=O)OC1(C)C,1,-0.4297758936882019,-0.011938218958675861,36
O=C(O)C[C@H](c1ccccc1)c1ccc(Br)cc1,O=C(O)C[C@H](c1ccccc1)c1ccc(Br)cc1,O=C(O)C[C@@H](c1ccccc1)c1ccc(Br)cc1,O=C(NCC[C@H](c1ccccc1)c1ccc(Br)cc1,O=C(/O)C[C@H](c1ccccc1)c1ccc(Br)cc1,O=S(O)C[C@H](c1ccccc1)c1ccc(Br)cc1,1,-0.0151609405875206,-0.0005053646746091545,30
CCOC(=O)C[C@H]1Nc2ccccc2OC1=O,CCOC(=O)C[C@H]1Nc2ccccc2OC1=O,CCOC(=O)C[C@@H]1Nc2ccccc2OC1=O,CCOC(=O)C[C]]1Nc2ccccc2OC1=O,CCOC(=O)C[C/Nc2ccccc2OC1=O,CCOC(=O)C[C=Nc2ccccc2OC1=O,1,-0.13585595786571503,-0.005031702108681202,27
C[C@H](c1ccc(Cl)cc1)N(C)Cc1ccccc1,C[C@H](c1ccccc1)N(C)Cc1ccccc1,C[C@@H](c1ccccc1)N(C)Cc1ccccc1,C[CC@H](c1ccccc1)N(C)Cc1ccccc1,C[C[C@H](c1ccccc1)N(C)Cc1ccccc1,C[CH](c1ccccc1)N(C)Cc1ccccc1,0,-10.180140495300293,-0.351039320230484,29
COC(=O)[C@@H](Cc1ccccc1)NC(C)=O,COC(=O)[C@@H](Cc1ccccc1)NC(C)=O,COC(=O)[C@H](Cc1ccccc1)NC(C)=O,COC(=O)[CC@@H](Cc1ccccc1)NC(C)=O,COC(=O)[C]@@H](Cc1ccccc1)NC(C)=O,COC(=O)[C=C/c1ccccc1)NC(C)=O,1,-0.05677717551589012,-0.002183737466111779,26
CON(C)C(=O)C[C@@H](C)c1ccccc1,CON(C)C(=O)C[C@@H](C)c1ccccc1,CON(C)C(=O)C[C@H](C)c1ccccc1,CON(C)C(=O)C[CC@@H](C)c1ccccc1,CON(C)C(=O)C[C]@@H](C)c1ccccc1,CON(C)C(=O)C[CH](C)c1ccccc1,1,-0.12673009932041168,-0.005069204140454531,25
CC(=O)N[C@H](C)c1ccc(C(F)(F)F)cc1,CC(=O)N[C@H](C)c1ccc(C(F)(F)F)cc1,CC(=O)N[C@@H](C)c1ccc(C(F)(F)F)cc1,CC[C@@H](NC(C)=O)c1ccc(C(F)(F)F)cc1,CC=O)N[C@H](C)c1ccc(C(F)(F)F)cc1,CC(=O)N[C@H](C)/c1ccc(C(F)(F)F)cc1,1,-0.005300287157297134,-0.00017667624342720956,30
CC[C@@H](C)c1ccc(OC)cc1,CC[C@@H](C)c1ccc(OC)cc1,CC[C@H](C)c1ccc(OC)cc1,CC[C]@@H](C)c1ccc(OC)cc1,CC[CC@@H](C)c1ccc(OC)cc1,CC[CC@H](C)c1ccc(OC)cc1,1,-0.5396066904067993,-0.028400352224707603,19
CC(C)(C)OC(=O)N1CCCC[C@@H](Cc2ccccc2)C1=O,CC(C)(C)OC(=O)N1CCCC[C@@H](Cc2ccccc2)C1=O,CC(C)(C)OC(=O)N1CCCC[C@H](Cc2ccccc2)C1=O,CC(C)(C)OC(=O)N1CCCC[C[C@@H](Cc2ccccc2)C1=O,CC(C)(C)OC(=O)N1CCCC[C]@@H](Cc2ccccc2)C1=O,cc(C)(C)OC(=O)N1CCCC[C@@H](Cc2ccccc2)C1=O,1,-0.027493758127093315,-0.0008086399175226688,34
COC(=O)[C@@H](C)NC=O,COC(=O)[C@@H](C)NC=O,COC(=O)[C@H](C)NC=O,CC[C@@H](NC=O)C(=O)OC,COC(=O)[CC@@H](C)NC=O,COC(=O)[CO[C@@H](C)NC=O,1,-0.036781203001737595,-0.0021636001765727997,17
COC(=O)C[C@@H](C)C(=O)O,COC(=O)C[C@@H](C)C(=O)O,COC(=O)C[C@H](C)C(=O)O,COC(=O)C[C[C@@H](C)C(=O)O,COC(=O)C[C[C@H](C)C(=O)O,COC(=O)C[CC@@H](C)C(=O)O,1,-0.4891260266304016,-0.02223300188779831,22
COC(=O)[C@@H](Cc1ccccc1Cl)NC(C)=O,COC(=O)[C@@H](Cc1ccccc1Cl)NC(C)=O,COC(=O)[C@H](Cc1ccccc1Cl)NC(C)=O,COC(=O)[C@@H](Cc1ccc(OC)cc1)NC(C)=O,COC(=O)[C@H](Cc1ccc(OC)cc1)NC(C)=O,COC(=O)[C@@H](Cc1ccccc1OC)NC(C)=O,1,-0.0072205266915261745,-0.00026742691989056766,27
C[C@@H](Cc1ccccc1)c1ccccc1,C[C@@H](Cc1ccccc1)c1ccccc1,C[C@H](Cc1ccccc1)c1ccccc1,C[CC@@H](Cc1ccccc1)c1ccccc1,C[C[C@@H](Cc1ccccc1)c1ccccc1,C[C/C(=O)C[C@H](C)c1ccccc1,1,-0.045437876135110855,-0.0020653579849749804,22
COc1ccc(C[C@@H](C)CO)cc1,COc1ccc(C[C@@H](C)CO)cc1,COc1ccc(C[C@H](C)CO)cc1,COc1ccc(C[CC@@H](C)CO)cc1,COC1ccc(C[C@@H](C)CO)cc1,COc1ccc(C[C@@H]2C)CO)cc1,1,-0.008540772832930088,-0.0004270386416465044,20
CC(=O)N[C@H](CCc1ccccc1)c1ccccc1,CC(=O)N[C@H](CCc1ccccc1)c1ccccc1,CC(=O)N[C@@H](CCc1ccccc1)c1ccccc1,CC(=O)N[CC@H](CCc1ccccc1)c1ccccc1,cc(=O)N[C@H](CCc1ccccc1)c1ccccc1,CC(=O)N[CH](CCc1ccccc1)c1ccccc1,1,-0.018069308251142502,-0.0006692336173728108,27
C[C@H](Cc1ccccc1)c1ccccc1,C[C@H](Cc1ccccc1)c1ccccc1,C[C@@H](Cc1ccccc1)c1ccccc1,C[CC@H](Cc1ccccc1)c1ccccc1,CC[C@H](C)c1ccc(OC)cc1,C[CH](Cc1ccccc1)c1ccccc1,1,-0.012653599493205547,-0.000575163634493947,22
CCC[C@H](NC(C)=O)c1ccccc1,CCC[C@H](NC(C)=O)c1ccccc1,CCC[C@@H](NC(C)=O)c1ccccc1,CCC[C[C@H](NC(C)=O)c1ccccc1,CCC[CC@H](NC(C)=O)c1ccccc1,CCC[C]@H](NC(C)=O)c1ccccc1,1,-0.20399169623851776,-0.009272349998354912,22
COC(=O)[C@@H](Cc1ccc(OC)cc1)NC(C)=O,COC(=O)[C@@H](Cc1ccc(OC)cc1)NC(C)=O,COC(=O)[C@H](Cc1ccc(OC)cc1)NC(C)=O,COC(=O)[C@@H](Cc1ccc(Cl)cc1)NC(C)=O,COC(=O)[C@@H](Cc1ccccc1OC)NC(C)=O,COC(=O)[C@H](Cc1ccccc1OC)NC(C)=O,1,-0.022432535886764526,-0.0007735356921330094,29
COc1ccc2c(c1)CCC[C@H]2C,COc1ccc2c(c1)CCC[C@H]2C,COc1ccc2c(c1)CCC[C@@H]2C,COc1ccc2c(c1)CCC[CC@H]2C,COc1ccc2c(c1)CCC[C]@H]2C,COc1ccc2c(c1)CCC[COH]2C,1,-0.19587679207324982,-0.008903490379452705,22
CC(C)(C)[NH3+].CC(C)C[C@H](C#N)CC(=O)[O-],CC(C)(C)[NH3+].CC(C)C[C@H](C#N)CC(=O)[O-],CC(C)(C)[NH3+].CC(C)C[C@@H](C#N)CC(=O)[O-],CC(C)(C)[NH3-].CC(C)C[C@H](C#N)CC(=O)[O-],CC(C)(C)[NH3+].CC(C)C[C]@H](C#N)CC(=O)[O-],CC(C)(C)[NH3+].CC(C)C[CC@H](C#N)CC(=O)[O-],1,-0.16680775582790375,-0.004765935707837343,35
CCOC(=O)C[C@@H](C)c1ccccc1,CCOC(=O)C[C@@H](C)c1ccccc1,CCOC(=O)C[C@H](C)c1ccccc1,CCOC(=O)C[CC@@H](C)c1ccccc1,CCOC(=O)C[CC@H](C)c1ccccc1,CCOC(=O)C[C=C(C)c1ccccc1,1,-0.21234209835529327,-0.009232264943420887,23
CCOC(=O)C[C@@H](C)c1ccccc1,CCOC(=O)C[C@@H](C)c1ccccc1,CCOC(=O)C[C@H](C)c1ccccc1,CCOC(=O)C[CC@@H](C)c1ccccc1,CCOC(=O)C[CC@H](C)c1ccccc1,CCOC(=O)C[C=C(C)c1ccccc1,1,-0.21234209835529327,-0.009232264943420887,23
C[C@@H](Cc1ccccc1)c1ccccc1,C[C@@H](Cc1ccccc1)c1ccccc1,C[C@H](Cc1ccccc1)c1ccccc1,C[CC@@H](Cc1ccccc1)c1ccccc1,C[C[C@@H](Cc1ccccc1)c1ccccc1,C[C/C(=O)C[C@H](C)c1ccccc1,1,-0.045437876135110855,-0.0020653579849749804,22
O=C(C[C@H]1CCc2ccccc2N1)c1ccccc1,O=C(C[C@H]1CCc2ccccc2N1)c1ccccc1,O=C(C[C@@H]1CCc2ccccc2N1)c1ccccc1,O=C(C[C[C@H]1CCc2ccccc2N1)c1ccccc1,O=C(C[CC@H]1CCc2ccccc2N1)c1ccccc1,O=C(/C[C@H]1CCc2ccccc2N1)c1ccccc1,1,-0.13267894089221954,-0.0045751361176371574,29
COC(=O)[C@@H](C)NC(C)=O,COC(=O)[C@@H](C)NC(C)=O,COC(=O)[C@H](C)NC(C)=O,CC[C@@H](NC(C)=O)C(=O)OC,CC[C@H](NC(C)=O)C(=O)OC,COC(=O)[CC@@H](C)NC(C)=O,1,-0.07291856408119202,-0.0036459281109273434,20
CCOC(=O)C[C@H](C)c1ccccc1,CCOC(=O)C[C@@H](C)c1ccccc1,CCOC(=O)C[C@H](C)c1ccccc1,CCOC(=O)C[CC@@H](C)c1ccccc1,CCOC(=O)C[CC@H](C)c1ccccc1,CCOC(=O)C[C](C)c1ccccc1,2,-0.7721443772315979,-0.03357149288058281,23
C=C(/C=C\C)C[C@@H](C)c1ccccc1,C=C(/C=C\C)C[C@H](C)c1ccccc1,C=C(/C=C\C)C[C@@H](C)c1ccccc1,C=C(/C=C(\C)C[C@H](C)c1ccccc1,C=C(/C=C(\C)C[C@@H](C)c1ccccc1,C=C(/C=C\C)C[C=C\C)c1ccccc1,2,-0.818440854549408,-0.03147849440574646,26
COC(=O)[C@H](C)Cc1ccccc1,COC(=O)[C@H](C)Cc1ccccc1,COC(=O)[C@@H](C)Cc1ccccc1,COC(=O)[CC@H](C)Cc1ccccc1,COC(=O)[C@H](C/C)Cc1ccccc1,COC(=O)[COCC(C)[C@H](C)c1ccccc1,1,-0.03626071661710739,-0.0017267008079215884,21
COC(=O)[C@@H](C)Cc1ccccc1,COC(=O)[C@@H](C)Cc1ccccc1,COC(=O)[C@H](C)Cc1ccccc1,C[C@@H](CCO)Cc1ccccc1,C[C@@H](C)Cc1ccccc1,COC(=O)[C/C)Cc1ccccc1,1,-0.08760970085859299,-0.004171890672296286,21
CC(=O)N[C@H](C)c1ccccc1,CC(=O)N[C@H](C)c1ccccc1,CC(=O)N[C@@H](C)c1ccccc1,CC(=O)N[CO[C@H](C)c1ccccc1,CC[C@@H](NC(C)=O)c1ccccc1,COc1ccccc1[C@H](C)NC(C)=O,1,-0.09230982512235641,-0.004395706113427877,21
COC(=O)C[C@H](C)C(=O)O,COC(=O)C[C@@H](C)C(=O)O,COC(=O)C[C@H](C)C(=O)O,COC(=O)C[C[C@@H](C)C(=O)O,COC(=O)C[C[C@H](C)C(=O)O,COC(=O)C[CC@@H](C)C(=O)O,2,-0.9497697949409485,-0.04317135363817215,22
CC(=O)N[C@H](C#N)Cc1ccccc1,CC(=O)N[C@H](C#N)Cc1ccccc1,CC(=O)N[C@@H](C#N)Cc1ccccc1,CC(=O)N[CC@H](C#N)Cc1ccccc1,CC(=O)N[CC@@H](C#N)Cc1ccccc1,CC(=O)N[C@H](C#N])Cc1ccccc1,1,-0.20889274775981903,-0.008703864179551601,24
C[C@@H](CC(=O)C1CC1)C(=O)O,C[C@@H](CC(=O)C1CC1)C(=O)O,C[C@H](CC(=O)C1CC1)C(=O)O,C[C@@H](C(=O)C1CC1)C(=O)O,C[CC@@H](CC(=O)C1CC1)C(=O)O,COC(=O)C1CC1[C@H](C)C(=O)O,1,-0.025165898725390434,-0.0010485791135579348,24
C[C@H](Cc1ccccc1)c1ccccc1,C[C@H](Cc1ccccc1)c1ccccc1,C[C@@H](Cc1ccccc1)c1ccccc1,C[CC@H](Cc1ccccc1)c1ccccc1,CC[C@H](C)c1ccc(OC)cc1,C[CH](Cc1ccccc1)c1ccccc1,1,-0.012653599493205547,-0.000575163634493947,22
COC(=O)[C@@H](Cc1ccccc1)NC(C)=O,COC(=O)[C@@H](Cc1ccccc1)NC(C)=O,COC(=O)[C@H](Cc1ccccc1)NC(C)=O,COC(=O)[CC@@H](Cc1ccccc1)NC(C)=O,COC(=O)[C]@@H](Cc1ccccc1)NC(C)=O,COC(=O)[C=C/c1ccccc1)NC(C)=O,1,-0.05677717551589012,-0.002183737466111779,26
COC(=O)[C@@H](Cc1ccccc1)NC(C)=O,COC(=O)[C@@H](Cc1ccccc1)NC(C)=O,COC(=O)[C@H](Cc1ccccc1)NC(C)=O,COC(=O)[CC@@H](Cc1ccccc1)NC(C)=O,COC(=O)[C]@@H](Cc1ccccc1)NC(C)=O,COC(=O)[C=C/c1ccccc1)NC(C)=O,1,-0.05677717551589012,-0.002183737466111779,26
C[C@H](CC(=O)O)C(=O)O,C[C@H](CC(=O)O)C(=O)O,C[C@@H](CC(=O)O)C(=O)O,C[C[C@H](CC(=O)O)C(=O)O,C[COBC@H](CC(=O)O)C(=O)O,C[CC@H](CC(=O)O)C(=O)O,1,-0.22383053600788116,-0.010658596642315388,21
C[C@@H](Cc1ccccc1)C(=O)O,C[C@@H](Cc1ccccc1)C(=O)O,C[C@H](Cc1ccccc1)C(=O)O,C[C@@H](CCO1ccccc1)C(=O)O,C[CH](Cc1ccccc1)C(=O)O,F[C@@H](Cc1ccccc1)C(=O)O,1,-0.01916954666376114,-0.0008713430142961442,22
Brc1ccc([C@H]2CCc3ccccc3O2)cc1,Brc1ccc([C@H]2CCc3ccccc3O2)cc1,Brc1ccc([C@@H]2CCc3ccccc3O2)cc1,Brrc1ccc([C@H]2CCc3ccccc3O2)cc1,BB1ccc([C@H]2CCc3ccccc3O2)cc1,BSc1ccc([C@H]2CCc3ccccc3O2)cc1,1,-0.30207085609436035,-0.012082833796739578,25
CCC[C@H](CC(=O)OCC)NC(C)=O,CCC[C@@H](CC(=O)OCC)NC(C)=O,CCC[C@H](CC(=O)OCC)NC(C)=O,CCC[C/C[C@@H](CC(=O)OCC)NC(C)=O,CCC[C[C@@H](CC(=O)OCC)NC(C)=O,CCC[C[C@H](CC(=O)OCC)NC(C)=O,2,-1.0089795589447021,-0.04386867582798004,23
COC(=O)C[C@H](C)NC(C)=O,COC(=O)C[C@@H](C)NC(C)=O,COC(=O)C[C@H](C)NC(C)=O,COC(=O)C[COCC[C@H](C)NC(C)=O,COC(=O)C[COCC[C@@H](C)NC(C)=O,COC(=O)C[C[C@@H](C)NC(C)=O,2,-0.7191133499145508,-0.03268697112798691,22
COC(=O)[C@H](F)[C@@H](NC(C)=O)c1ccc2ccccc2c1,COC(=O)[C@H](F)[C@@H](NC(C)=O)c1ccc2ccccc2c1,COC(=O)[C@H](F)[C@H](NC(C)=O)c1ccc2ccccc2c1,COC(=O)[C@@H](F)[C@@H](NC(C)=O)c1ccc2ccccc2c1,COC(=O)[C@@H](F)[C@H](NC(C)=O)c1ccc2ccccc2c1,COC(=O)[C@H](F)[C@@H](NC(C)=O)c1ccc2ccccc2C1,1,-0.01294668484479189,-0.00035963012487627566,36
C[C@H](c1ccccc1)c1ccccc1C(=O)O,C[C@H](c1ccccc1)c1ccccc1C(=O)O,C[C@@H](c1ccccc1)c1ccccc1C(=O)O,C[CC@H](c1ccccc1)c1ccccc1C(=O)O,C[C=C(c1ccccc1)c1ccccc1C(=O)O,C[CH](c1ccccc1)c1ccccc1C(=O)O,1,-0.11856717616319656,-0.004391376860439777,27
CC(=O)N[C@@H](C)CC(=O)c1ccccc1,CC(=O)N[C@@H](C)CC(=O)c1ccccc1,CC(=O)N[C@H](C)CC(=O)c1ccccc1,CC(=O)N[C/C(C)CC(=O)c1ccccc1,CC(=O)N[CH](C)CC(=O)c1ccccc1,CC(=O)N[C(C)CC(=O)c1ccccc1,1,-0.0393536314368248,-0.0015136011643335223,26
