Reactant,product,a_nbo,b_nbo,r2_nbo,a_bond,b_bond,r2_bond,a_vbur,b_vbur,r2_vbur,a_l,b_l,r2_l,a_b1,b_b1,r2_b1,a_b5,b_b5,r2_b5
COCCCOc1cc(/C=C(/C(=O)Oc2ccccc2)C(C)C)ccc1OC,COCCCOc1cc(CC(C(=O)Oc2ccccc2)C(C)C)ccc1OC,-15.900649134048544,27.28408828479861,0.913876324720393,65.17109510212669,35.34330417137345,0.5608090365884442,48.96886623748235,-32.481755267614744,0.9438989368469652,-0.32108584441250193,5.234222415510281,0.5526240470832191,0.42029032970330893,0.6848463669562568,0.17340501732083435,0.3254035575535787,-0.34270714004268577,0.3965083080307721
COCCNC(=O)/C(C)=C/c1ccccc1,COCCNC(=O)C(C)Cc1ccccc1,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit
COCCOC/C(=C\C1(C(=O)[O-])CCCC1)C(=O)OC(C)(C)C.[Na+],COCCOC[C@H](CC1(C(=O)[O-])CCCC1)C(=O)OC(C)(C)C.[Na+],nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit
COCCOCCc1cc2ccccc2[nH]1,COCCOCCC1Cc2ccccc2N1,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit
COCCc1cc2ccccc2[nH]1,COCCC1Cc2ccccc2N1,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit
COCO/C(=C(\NC(C)=O)c1ccc(Br)cc1)c1ccc(Br)cc1,COCO[C@@H](c1ccc(Br)cc1)[C@H](NC(C)=O)c1ccc(Br)cc1,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit
COCO/C(=C(\NC(C)=O)c1ccc(C)cc1)c1ccc(C)cc1,COCO[C@@H](c1ccc(C)cc1)[C@H](NC(C)=O)c1ccc(C)cc1,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit
COCO/C(=C(\NC(C)=O)c1ccc(Cl)cc1)c1ccc(Cl)cc1,COCO[C@@H](c1ccc(Cl)cc1)[C@H](NC(C)=O)c1ccc(Cl)cc1,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit
COCO/C(=C(\NC(C)=O)c1ccc(F)cc1)c1ccc(F)cc1,COCO[C@@H](c1ccc(F)cc1)[C@H](NC(C)=O)c1ccc(F)cc1,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit
COCO/C(=C(\NC(C)=O)c1ccc(OC)cc1)c1ccc(OC)cc1,COCO[C@@H](c1ccc(OC)cc1)[C@H](NC(C)=O)c1ccc(OC)cc1,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit
COCO/C(=C(\NC(C)=O)c1ccc2ccccc2c1)c1ccc2ccccc2c1,COCO[C@@H](c1ccc2ccccc2c1)[C@H](NC(C)=O)c1ccc2ccccc2c1,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit
COCO/C(=C(\NC(C)=O)c1cccc(Cl)c1)c1cccc(Cl)c1,COCO[C@@H](c1cccc(Cl)c1)[C@H](NC(C)=O)c1cccc(Cl)c1,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit
COCO/C(=C(\NC(C)=O)c1cccc(OC)c1)c1cccc(OC)c1,COCO[C@@H](c1cccc(OC)c1)[C@H](NC(C)=O)c1cccc(OC)c1,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit
COCO/C(=C(\NC(C)=O)c1ccccc1)c1ccccc1,COCO[C@@H](c1ccccc1)[C@H](NC(C)=O)c1ccccc1,0.8693915055674888,0.3449201858155002,0.034609576296119826,24.566537044335664,12.715521911555445,0.04132406917294518,-2.58600970563835,3.3733313940025678,0.005991249070233962,-0.03531789433254236,1.9336746342914062,0.0030217956157008175,0.5969930628722814,-0.8709743852109095,0.14779483299209928,-0.6605235576321367,7.19206106439595,0.21990653256253856
COCO/C(=C(\NC(C)=O)c1ccccc1)c1ccccc1,COCO[C@H](c1ccccc1)[C@@H](NC(C)=O)c1ccccc1,55.73808458591846,-82.25964638936769,0.8476301414016729,-40.40591231880161,-16.03467706513998,0.19019298166640497,14.71059430304696,-7.64125540065252,0.03950019358732093,0.03896403217710205,1.9648859614486718,0.006454376905116188,0.29702662201225993,1.310074370695968,0.1244552279579384,-0.3812602023085716,5.562881626431798,0.7367689280270722
COCO/C=C(\NC(C)=O)c1ccc(F)cc1,COCOC[C@@H](NC(C)=O)c1ccc(F)cc1,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit
COCO/C=C(\NC(C)=O)c1ccc(F)cc1F,COCOC[C@@H](NC(C)=O)c1ccc(F)cc1F,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit
COCO/C=C(\NC(C)=O)c1ccc2ccccc2c1,COCOC[C@@H](NC(C)=O)c1ccc2ccccc2c1,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit
COCO/C=C(\NC(C)=O)c1ccccc1,COCOC[C@@H](NC(C)=O)c1ccccc1,-13.95484669416881,23.054905963009105,0.0006352972520259348,25.89299296285787,15.05659113744514,0.0006352972520259348,24.647758317321482,-14.870693509074254,0.0006352972520259348,-0.5962341363915533,9.461542313912567,0.0006352972520259348,-0.2541258769945187,2.9412930467514182,0.0006352972520259348,-0.2761037837740513,4.2960152061134345,0.0006352972520259348
COCOC1=C(NC(C)=O)c2ccccc2C1,COCO[C@@H]1Cc2ccccc2[C@@H]1NC(C)=O,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit
COCOC1=C(NC(C)=O)c2ccccc2CC1,COCO[C@@H]1CCc2ccccc2[C@@H]1NC(C)=O,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit
COCOc1cc(/C=C(/C(=O)O)C(C)C)ccc1OC,COCOc1cc(C[C@@H](C(=O)O)C(C)C)ccc1OC,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,0.0,6.846949286276448,0.0,0.0,6.846949286276448,0.0,0.0,6.846949286276448,0.0
COCOc1ccc(/C(=C/C(=O)O)c2c(C)c(OC)c3ccccc3c2OC)cc1,COCOc1ccc([C@@H](CC(=O)O)c2c(C)c(OC)c3ccccc3c2OC)cc1,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit
CON(C)C(=O)/C(C)=C/c1ccccc1,CON(C)C(=O)C(C)Cc1ccccc1,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit
CON(C)C(=O)/C=C(/c1ccccc1)C(C)C,CON(C)C(=O)C[C@H](c1ccccc1)C(C)C,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit
CON(C)C(=O)/C=C(\C)C(C)(C)C,CON(C)C(=O)C[C@@H](C)C(C)(C)C,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit
CON(C)C(=O)/C=C(\C)Cc1ccccc1,CON(C)C(=O)CC(C)Cc1ccccc1,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit
CON(C)C(=O)/C=C(\C)c1ccc(C(F)(F)F)cc1,CON(C)C(=O)CC(C)c1ccc(C(F)(F)F)cc1,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit
CON(C)C(=O)/C=C(\C)c1ccc(C)cc1,CON(C)C(=O)C[C@@H](C)c1ccc(C)cc1,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit
CON(C)C(=O)/C=C(\C)c1ccc(CC(C)C)cc1,CON(C)C(=O)CC(C)c1ccc(CC(C)C)cc1,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit
CON(C)C(=O)/C=C(\C)c1ccc(Cl)cc1,CON(C)C(=O)CC(C)c1ccc(Cl)cc1,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit
CON(C)C(=O)/C=C(\C)c1ccc(F)cc1,CON(C)C(=O)CC(C)c1ccc(F)cc1,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit
CON(C)C(=O)/C=C(\C)c1ccc(I)cc1,CON(C)C(=O)CC(C)c1ccc(I)cc1,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit
CON(C)C(=O)/C=C(\C)c1ccc2ccccc2c1,CON(C)C(=O)C[C@@H](C)c1ccc2ccccc2c1,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit
CON(C)C(=O)/C=C(\C)c1cccc(Cl)c1,CON(C)C(=O)CC(C)c1cccc(Cl)c1,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit
CON(C)C(=O)/C=C(\C)c1cccc2ccccc12,CON(C)C(=O)CC(C)c1cccc2ccccc12,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit
CON(C)C(=O)/C=C(\C)c1ccccc1,CON(C)C(=O)C[C@@H](C)c1ccccc1,-23.87067617456813,40.600450149738805,0.2914081590038591,94.44130866860536,49.96446654940594,0.4956220775957565,19.53042116684792,-12.31424807562482,0.5244232644134332,-0.5107834688013543,7.648711400298843,0.3338877046359927,-0.8377777449426698,5.422074945739954,0.3950281376442676,1.0451379817281545,-6.154395074798952,0.48144958477231603
CON(C)C(=O)/C=C(\C)c1ccccc1,CON(C)C(=O)C[C@H](C)c1ccccc1,53.074004873367436,-84.11477561466167,0.9856619245339269,241.91186745545963,122.9423706213945,0.2322980641916469,13.807665871327853,-8.285144904884676,0.5014908627812225,-0.2593722356076259,4.135379467626347,0.1615526208554432,0.353198033216024,0.32880398680447964,0.17085538979208914,0.23142893025084316,-0.2040967556247053,0.1533748085116753
CON(C)C(=O)/C=C(\C)c1ccccc1C,CON(C)C(=O)CC(C)c1ccccc1C,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit
COOC/C=C(/C)NC(C)=O,COOCC[C@H](C)NC(C)=O,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit
COOC/C=C(\NC(C)=O)c1ccc(Br)cc1,COOCC[C@@H](NC(C)=O)c1ccc(Br)cc1,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit
COOC/C=C(\NC(C)=O)c1ccc(C)cc1,COOCC[C@@H](NC(C)=O)c1ccc(C)cc1,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit
COOC/C=C(\NC(C)=O)c1ccc(Cl)cc1,COOCC[C@@H](NC(C)=O)c1ccc(Cl)cc1,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit
COOC/C=C(\NC(C)=O)c1ccc(OC)cc1,COOCC[C@@H](NC(C)=O)c1ccc(OC)cc1,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit
COOC/C=C(\NC(C)=O)c1cccc(Br)c1,COOCC[C@@H](NC(C)=O)c1cccc(Br)c1,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit
COOC/C=C(\NC(C)=O)c1ccccc1Br,COOCC[C@@H](NC(C)=O)c1ccccc1Br,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit
COP(=O)(/C=C(/C)OC(=O)c1ccccc1)OC,COP(=O)(C[C@@H](C)OC(=O)c1ccccc1)OC,1038.440626366247,-1747.6931243410052,1.0,-936.0591561610808,-455.14951379513036,1.0,80.51209146288302,-58.845544034708844,1.0,12.952615831445033,-117.9837552575879,1.0,5.797159810862876,-17.585824636141023,1.0,-29.735432886348896,261.731571405335,1.0
COP(=O)(/C=C(/C)OC(=O)c1ccccc1)OC,COP(=O)(C[C@H](C)OC(=O)c1ccccc1)OC,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit
COP(=O)(/C=C(/CNC(=O)OC(C)(C)C)OC(=O)c1ccccc1)OC,COP(=O)(C[C@@H](CNC(=O)OC(C)(C)C)OC(=O)c1ccccc1)OC,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit
COP(=O)(/C=C(/NC(C)=O)c1ccc(Br)cc1)OC,COP(=O)(CC(NC(C)=O)c1ccc(Br)cc1)OC,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit
COP(=O)(/C=C(/NC(C)=O)c1ccc(C)cc1)OC,COP(=O)(CC(NC(C)=O)c1ccc(C)cc1)OC,-66.48897526782395,102.22377547819507,0.8940749278709618,103.00670272030314,48.21459198710345,0.7775087311540826,17.519084972868875,-10.662772647625184,0.8786808242492588,0.05304728515294354,1.8596137109511566,0.0011791546005734954,0.8646677588128773,-1.3902081339850612,0.176943093956754,0.6895643375487285,-3.8709484700390164,0.17705184920414374
COP(=O)(/C=C(/NC(C)=O)c1ccc(Cl)cc1)OC,COP(=O)(CC(NC(C)=O)c1ccc(Cl)cc1)OC,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit
COP(=O)(/C=C(/NC(C)=O)c1ccccc1)OC,COP(=O)(CC(NC(C)=O)c1ccccc1)OC,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit
COP(=O)(/C=C(\NC(=O)c1ccccc1)c1ccc(Br)cc1)OC,COP(=O)(C[C@H](NC(=O)c1ccccc1)c1ccc(Br)cc1)OC,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit
COP(=O)(/C=C(\NC(=O)c1ccccc1)c1ccc(C)cc1)OC,COP(=O)(C[C@H](NC(=O)c1ccccc1)c1ccc(C)cc1)OC,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit
COP(=O)(/C=C(\NC(C)=O)c1ccc(Br)cc1)OC,COP(=O)(CC(NC(C)=O)c1ccc(Br)cc1)OC,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit
COP(=O)(/C=C(\NC(C)=O)c1ccc(C)cc1)OC,COP(=O)(CC(NC(C)=O)c1ccc(C)cc1)OC,55.808229602665314,-82.37081095462312,0.3601650921012406,-10.127405318868673,-2.509715627324671,0.00312698193306149,-8.945463556519028,8.485871691494294,0.09636755385553919,0.9183390514965049,-5.409038068861976,0.33991558969090296,0.41296319031989254,0.27292115553940977,0.030973127994686767,-0.5951401825492393,7.238204000327309,0.10142749862465983
COP(=O)(/C=C(\NC(C)=O)c1ccc(F)cc1)OC,COP(=O)(CC(NC(C)=O)c1ccc(F)cc1)OC,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit
COP(=O)(/C=C(\NC(C)=O)c1ccccc1)OC,COP(=O)(CC(NC(C)=O)c1ccccc1)OC,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit
COP(=O)(/C=C(\OC(=O)C(C)(C)C)c1ccc(Br)cc1)OC,COP(=O)(C[C@H](OC(=O)C(C)(C)C)c1ccc(Br)cc1)OC,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit
COP(=O)(/C=C(\OC(=O)C(C)(C)C)c1ccc2ccccc2c1)OC,COP(=O)(C[C@H](OC(=O)C(C)(C)C)c1ccc2ccccc2c1)OC,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit
COP(=O)(/C=C(\OC(=O)c1ccccc1)C(C)C)OC,COP(=O)(C[C@H](OC(=O)c1ccccc1)C(C)C)OC,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit
COP(=O)(/C=C(\OC(=O)c1ccccc1)c1ccc(Br)cc1)OC,COP(=O)(C[C@H](OC(=O)c1ccccc1)c1ccc(Br)cc1)OC,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit
COP(=O)(/C=C(\OC(=O)c1ccccc1)c1ccc(C)cc1)OC,COP(=O)(C[C@H](OC(=O)c1ccccc1)c1ccc(C)cc1)OC,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit
COP(=O)(/C=C(\OC(=O)c1ccccc1)c1ccc2ccccc2c1)OC,COP(=O)(C[C@H](OC(=O)c1ccccc1)c1ccc2ccccc2c1)OC,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit
COP(=O)(OC)/C(=C/C(C)C)OC(=O)c1ccccc1,COP(=O)(OC)[C@H](CC(C)C)OC(=O)c1ccccc1,-4.147683706640592,10.89101519151839,0.24620350321094653,10.051034316667478,8.800003137875883,0.201386683823363,3.9053603626096476,1.2826998855459757,0.3492247046220044,-0.6702049672520987,9.698383245907909,0.685696799425268,0.7886130186106534,0.8630512010860891,0.08000537326496548,-0.13499650920631318,5.402181035925377,0.04804860006532352
COP(=O)(OC)/C(=C/OC(C)C)OC(=O)c1ccccc1,COP(=O)(OC)C(COC(C)C)OC(=O)c1ccccc1,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit
COP(=O)(OC)/C(=C/c1ccc(Br)cc1)OC(=O)c1ccccc1,COP(=O)(OC)C(Cc1ccc(Br)cc1)OC(=O)c1ccccc1,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit
COP(=O)(OC)/C(=C/c1ccc(C)cc1)OC(=O)c1ccccc1,COP(=O)(OC)[C@H](Cc1ccc(C)cc1)OC(=O)c1ccccc1,-310.038984607278,530.5524862060519,1.0,62.745984980052945,33.411691899618994,1.0,-9.935525386601094,8.874994702237272,1.0,0.30203868471386036,-0.1823368645478669,1.0,-0.6272785418625089,5.161048882260687,1.0,0.14814261317429864,1.1630211536778414,1.0
COP(=O)(OC)/C(=C/c1ccc(Cl)cc1)OC(=O)c1ccccc1,COP(=O)(OC)C(Cc1ccc(Cl)cc1)OC(=O)c1ccccc1,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit
COP(=O)(OC)/C(=C/c1ccc(F)cc1)OC(=O)c1ccccc1,COP(=O)(OC)C(Cc1ccc(F)cc1)OC(=O)c1ccccc1,0.0,12.206067645522225,1.0,-0.0,12.206067645522225,1.0,-0.0,12.206067645522225,1.0,0.0,12.206067645522225,1.0,-0.0,12.206067645522225,1.0,-0.0,12.206067645522225,1.0
COP(=O)(OC)/C(=C/c1ccc([N+](=O)[O-])cc1)OC(=O)c1ccccc1,COP(=O)(OC)C(Cc1ccc([N+](=O)[O-])cc1)OC(=O)c1ccccc1,-0.0,5.293304824724491,1.0,0.0,5.293304824724491,1.0,0.0,5.293304824724491,1.0,-0.0,5.293304824724491,1.0,0.0,5.293304824724491,1.0,0.0,5.293304824724491,1.0
COP(=O)(OC)/C(=C/c1cccc(Cl)c1)OC(=O)c1ccccc1,COP(=O)(OC)C(Cc1cccc(Cl)c1)OC(=O)c1ccccc1,-0.0,5.293304824724491,1.0,0.0,5.293304824724491,1.0,0.0,5.293304824724491,1.0,-0.0,5.293304824724491,1.0,0.0,5.293304824724491,1.0,0.0,5.293304824724491,1.0
COP(=O)(OC)/C(=C/c1cccc2ccccc12)OC(=O)c1ccccc1,COP(=O)(OC)C(Cc1cccc2ccccc12)OC(=O)c1ccccc1,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit
COP(=O)(OC)/C(=C/c1ccccc1)OC(=O)c1ccccc1,COP(=O)(OC)C(Cc1ccccc1)OC(=O)c1ccccc1,0.0,2.9932260026422184,0.0,0.0,2.9932260026422184,0.0,0.0,2.9932260026422184,0.0,0.0,2.9932260026422184,0.0,0.0,2.9932260026422184,0.0,0.0,2.9932260026422184,0.0
COP(=O)(OC)/C(=C/c1ccccc1)OC(=O)c1ccccc1,COP(=O)(OC)[C@H](Cc1ccccc1)OC(=O)c1ccccc1,-6.756645573260117,14.415446886398989,0.2557909374029964,0.26953392909694485,3.5869526664102467,4.697719124613364e-05,-0.2576211836210973,3.6421954691922775,0.0005032731249314804,-0.1420937906087081,4.65894162948248,0.010069495709508103,0.46022127962653014,1.5833546382522017,0.008766613100622989,0.2632174772785592,0.8229073301952718,0.06826537499885654
COP(=O)(OC)/C(=C/c1cccs1)OC(=O)c1ccccc1,COP(=O)(OC)C(Cc1cccs1)OC(=O)c1ccccc1,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit
COc1c(/C(=C/C(C)=O)c2ccccc2)c(=O)oc2ccccc12,COc1c(C(CC(C)=O)c2ccccc2)c(=O)oc2ccccc12,0.0,3.8918202981106256,1.0,0.0,3.8918202981106256,1.0,0.0,3.8918202981106256,1.0,0.0,3.8918202981106256,1.0,0.0,3.8918202981106256,1.0,0.0,3.8918202981106256,1.0
COc1c(/C(=C\C(C)=O)c2ccccc2)c(=O)oc2ccccc12,COc1c([C@@H](CC(C)=O)c2ccccc2)c(=O)oc2ccccc12,0.0,3.8918202981106256,1.0,0.0,3.8918202981106256,1.0,0.0,3.8918202981106256,1.0,0.0,3.8918202981106256,1.0,0.0,3.8918202981106256,1.0,0.0,3.8918202981106256,1.0
COc1cc(/C(=C\C(=O)O)c2ccc(OCc3ccccc3)cc2)ccc1OCc1ccccc1,COc1cc(C(CC(=O)O)c2ccc(OCc3ccccc3)cc2)ccc1OCc1ccccc1,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit
COc1cc(/C(C)=C/CC(=O)O)ccc1C,COc1cc(C(C)CCC(=O)O)ccc1C,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit
COc1cc(/C=C(/B2OC(C)(C)C(C)(C)O2)N2CCOC2=O)cc(OC)c1OC,COc1cc(C[C@H](B2OC(C)(C)C(C)(C)O2)N2CCOC2=O)cc(OC)c1OC,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit
COc1cc(/C=C(\C)C(=O)O)cc(OC)c1OC,COc1cc(C[C@@H](C)C(=O)O)cc(OC)c1OC,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit
COc1cc(/C=C(\C)NC(C)=O)cc(OC)c1,COc1cc(C[C@@H](C)NC(C)=O)cc(OC)c1,-15.222758273968996,25.009329325192603,0.029468291843043892,62.492321526182515,30.521480142419968,0.23781036353349105,14.760043979913462,-9.172092122399045,0.673312635375955,-3.199496412174897,25.099000853621575,0.15332491462163744,0.9646198103499245,-2.1537457200488284,0.46101092085268214,0.9560904452472233,-8.562697530228574,0.9516587228870645
COc1cc(C[C@@H](NC(C)=O)C(=O)O)ccc1OC(C)=O,COc1cc(C[C@@H](NC(C)=O)C(=O)O)ccc1OC(C)=O,2.1880575167285747,-0.1412017773702896,0.028197081009947778,39.44638496141684,21.040771694706756,0.7157234115025196,-0.4825718788242002,3.4818420853288323,0.01103722339687796,0.10905333640394488,2.0501104268056105,0.14984089984738824,-0.08247847055179831,3.401898666204718,0.23609797372600672,0.09258964783148313,2.4438770148134856,0.06017759349560936
COc1cc(OC)cc(C(=O)/C=C(\C)C(=O)O)c1,COc1cc(OC)cc(C(=O)C[C@@H](C)C(=O)O)c1,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit
